"Faj";"Csorhossz";"Fogsag";"Csorhossz_kat";"csormeret_ujramert"
"404";"vegetarianus_pinty";16.39;NA;"kicsi";"NA"
"405";"harkalypinty_fogs11";37.9874399410463;11;"kozepes";"NA"
"406";"harkalypinty_fogs9";37.1661888182625;9;"kozepes";"NA"
"407";"harkalypinty_fogs5";34.6983561377622;5;"kozepes";"NA"
"408";"harkalypinty_fogs1";35.38;1;"kozepes";"NA"
"409";"hegyescsoru_foldipinty";24.82;NA;"kicsi";"NA"
"410";"harkalypinty";28.07;NA;"kicsi";"31"
"411";"kis_foldipinty";23.11;NA;"kicsi";"NA"
"412";"hegyescsoru_foldipinty";21.92;NA;"kicsi";"NA"
"413";"kis_foldipinty";21.81;NA;"kicsi";"NA"
"414";"harkalypinty_fogs3";35.0015292280267;3;"kozepes";"NA"
"415";"kis_foldipinty";22.29;NA;"kicsi";"NA"
"416";"harkalypinty_fogs3";33.122641847185;3;"kicsi";"NA"
"417";"hegyescsoru_foldipinty";23.45;NA;"kicsi";"NA"
"418";"harkalypinty_fogs11";38.7668444010819;11;"nagy";"NA"
"419";"vegetarianus_pinty";16.04;NA;"kicsi";"NA"
"420";"harkalypinty_fogs11";38.7887595433985;11;"nagy";"NA"
"421";"harkalypinty_fogs11";37.6334400465406;11;"kozepes";"NA"
"422";"harkalypinty_fogs5";35.9220964090803;5;"kozepes";"NA"
"423";"vegetarianus_pinty";16.02;NA;"kicsi";"NA"
"424";"kis_foldipinty";21.07;NA;"kicsi";"NA"
"425";"nagy_foldipinty";30.83;NA;"kicsi";"NA"
"426";"nagy_foldipinty";33.57;NA;"kicsi";"NA"
"427";"kis_foldipinty";20.02;NA;"kicsi";"NA"
"428";"harkalypinty_fogs13";39.7817591486763;13;"nagy";"NA"
"429";"harkalypinty_fogs7";34.8613428953516;7;"kozepes";"NA"
"430";"harkalypinty_fogs13";37.9394615155851;13;"kozepes";"NA"
"431";"kis_foldipinty";17.57;NA;"kicsi";"NA"
"432";"hegyescsoru_foldipinty";24.8;NA;"kicsi";"NA"
"433";"harkalypinty_fogs9";36.2764131619057;9;"kozepes";"NA"
"434";"nagy_foldipinty";36.72;NA;"kozepes";"NA"
"435";"harkalypinty_fogs11";37.091221852577;11;"kozepes";"NA"
"436";"harkalypinty_fogs1";32.37;1;"kicsi";"NA"
"437";"harkalypinty_fogs3";33.2745208531816;3;"kicsi";"NA"
"438";"harkalypinty_fogs9";36.0128609116297;9;"kozepes";"NA"
"439";"hegyescsoru_foldipinty";23.29;NA;"kicsi";"NA"
"440";"harkalypinty_fogs1";36.05;1;"kozepes";"NA"
"441";"nagy_foldipinty";33.56;NA;"kicsi";"NA"
"442";"kis_foldipinty";19.95;NA;"kicsi";"NA"
"443";"harkalypinty_fogs5";37.2320190598721;5;"kozepes";"NA"
"444";"harkalypinty_fogs7";35.4069218970201;7;"kozepes";"NA"
"445";"harkalypinty_fogs15";38.0684397421574;15;"nagy";"NA"
"446";"harkalypinty_fogs1";34.13;1;"kozepes";"NA"
"447";"harkalypinty";29.68;NA;"kicsi";"31"
"448";"harkalypinty_fogs5";34.9373251690577;5;"kozepes";"NA"
"449";"harkalypinty_fogs11";39.9097314141999;11;"nagy";"NA"
"450";"harkalypinty_fogs7";37.4794581429454;7;"kozepes";"NA"
"451";"harkalypinty_fogs1";32.92;1;"kicsi";"NA"
"452";"harkalypinty_fogs1";34.05;1;"kozepes";"NA"
"453";"hegyescsoru_foldipinty";24.37;NA;"kicsi";"NA"
"454";"harkalypinty_fogs3";36.7638488640551;3;"kozepes";"NA"
"455";"vegetarianus_pinty";16.47;NA;"kicsi";"NA"
"456";"harkalypinty";29.64;NA;"kicsi";"30"
"457";"harkalypinty_fogs15";37.9234057607865;15;"kozepes";"NA"
"458";"harkalypinty_fogs9";38.2368007293854;9;"nagy";"NA"
"459";"harkalypinty_fogs7";35.7960985401246;7;"kozepes";"NA"
"460";"vegetarianus_pinty";16.08;NA;"kicsi";"NA"
"461";"harkalypinty_fogs1";34.87;1;"kozepes";"NA"
"462";"vegetarianus_pinty";15.89;NA;"kicsi";"NA"
"463";"harkalypinty_fogs1";33.82;1;"kicsi";"NA"
"464";"harkalypinty_fogs15";36.949562545369;15;"kozepes";"NA"
"465";"harkalypinty_fogs11";37.2765727842701;11;"kozepes";"NA"
"466";"nagy_foldipinty";29.36;NA;"kicsi";"NA"
"467";"harkalypinty_fogs3";34.6400747152807;3;"kozepes";"NA"
"468";"harkalypinty_fogs7";34.8332094017092;7;"kozepes";"NA"
"469";"harkalypinty_fogs1";34.17;1;"kozepes";"NA"
"470";"harkalypinty";28.61;NA;"kicsi";"30"
"471";"harkalypinty_fogs7";35.1250810600915;7;"kozepes";"NA"
"472";"harkalypinty_fogs7";36.0021342473932;7;"kozepes";"NA"
"473";"hegyescsoru_foldipinty";25.17;NA;"kicsi";"NA"
"474";"harkalypinty_fogs3";35.0467777165429;3;"kozepes";"NA"
"475";"vegetarianus_pinty";16.48;NA;"kicsi";"NA"
"476";"harkalypinty_fogs3";33.6471904203616;3;"kicsi";"NA"
"477";"vegetarianus_pinty";16.42;NA;"kicsi";"NA"
"478";"harkalypinty_fogs3";34.2043754126585;3;"kozepes";"NA"
"479";"harkalypinty_fogs7";34.5221615413763;7;"kozepes";"NA"
"480";"harkalypinty";28.26;NA;"kicsi";"30"
"481";"harkalypinty_fogs11";40.5137332068992;11;"nagy";"NA"
"482";"harkalypinty_fogs9";35.7160402420347;9;"kozepes";"NA"
"483";"harkalypinty_fogs5";35.2404937729087;5;"kozepes";"NA"
"484";"harkalypinty_fogs5";35.2186588992948;5;"kozepes";"NA"
"485";"kis_foldipinty";21.32;NA;"kicsi";"NA"
"486";"harkalypinty_fogs1";33.2;1;"kicsi";"NA"
"487";"harkalypinty_fogs15";38.3464831450677;15;"nagy";"NA"
"488";"harkalypinty_fogs15";37.9855318706094;15;"kozepes";"NA"
"489";"harkalypinty_fogs5";34.1505220462436;5;"kozepes";"NA"
"490";"vegetarianus_pinty";16.2;NA;"kicsi";"NA"
"491";"harkalypinty_fogs9";36.9007511319243;9;"kozepes";"NA"
"492";"harkalypinty_fogs1";33.3;1;"kicsi";"NA"
"493";"harkalypinty_fogs7";35.4804966932903;7;"kozepes";"NA"
"494";"kis_foldipinty";27.7;NA;"kicsi";"NA"
"495";"vegetarianus_pinty";16.07;NA;"kicsi";"NA"
"496";"nagy_foldipinty";32.12;NA;"kicsi";"NA"
"497";"harkalypinty_fogs3";34.0988984759664;3;"kozepes";"NA"
"498";"nagy_foldipinty";31.14;NA;"kicsi";"NA"
"499";"harkalypinty_fogs15";40.8427229894159;15;"nagy";"NA"
"500";"harkalypinty_fogs11";36.8700472094164;11;"kozepes";"NA"
"501";"vegetarianus_pinty";16.63;NA;"kicsi";"NA"
"502";"harkalypinty_fogs9";36.395272365967;9;"kozepes";"NA"
"503";"harkalypinty_fogs9";38.4384620104876;9;"nagy";"NA"
"504";"harkalypinty_fogs13";36.1747221372818;13;"kozepes";"NA"
"505";"harkalypinty_fogs11";35.4775587613645;11;"kozepes";"NA"
"506";"harkalypinty_fogs7";35.0581137097474;7;"kozepes";"NA"
"507";"harkalypinty_fogs1";34.89;1;"kozepes";"NA"
"508";"harkalypinty_fogs15";39.0049809341684;15;"nagy";"NA"
"509";"hegyescsoru_foldipinty";21.84;NA;"kicsi";"NA"
"510";"nagy_foldipinty";30.98;NA;"kicsi";"NA"
"511";"vegetarianus_pinty";16.04;NA;"kicsi";"NA"
"512";"vegetarianus_pinty";16.22;NA;"kicsi";"NA"
"513";"harkalypinty_fogs13";38.6072570876432;13;"nagy";"NA"
"514";"harkalypinty_fogs13";40.13467516534;13;"nagy";"NA"
"515";"harkalypinty_fogs3";35.0329786354452;3;"kozepes";"NA"
"516";"harkalypinty_fogs7";35.5129096300085;7;"kozepes";"NA"
"517";"harkalypinty_fogs3";35.0057402598535;3;"kozepes";"NA"
"518";"nagy_foldipinty";34.09;NA;"kozepes";"NA"
"519";"harkalypinty_fogs9";36.8876873654358;9;"kozepes";"NA"
"520";"kis_foldipinty";19.03;NA;"kicsi";"NA"
"521";"harkalypinty_fogs3";35.1697479398422;3;"kozepes";"NA"
"522";"kis_foldipinty";22.91;NA;"kicsi";"NA"
"523";"harkalypinty_fogs7";35.2610576544;7;"kozepes";"NA"
"524";"harkalypinty_fogs3";35.6093908414657;3;"kozepes";"NA"
"525";"kis_foldipinty";24.54;NA;"kicsi";"NA"
"526";"harkalypinty_fogs11";37.4606276600599;11;"kozepes";"NA"
"527";"nagy_foldipinty";34.83;NA;"kozepes";"NA"
"528";"harkalypinty";28.91;NA;"kicsi";"31"
"529";"harkalypinty_fogs13";37.5224614681749;13;"kozepes";"NA"
"530";"harkalypinty_fogs11";36.6388259618446;11;"kozepes";"NA"
"531";"harkalypinty_fogs9";37.5509226988612;9;"kozepes";"NA"
"532";"harkalypinty_fogs5";33.0832938690075;5;"kicsi";"NA"
"533";"vegetarianus_pinty";15.49;NA;"kicsi";"NA"
"534";"hegyescsoru_foldipinty";23.8;NA;"kicsi";"NA"
"535";"harkalypinty_fogs5";34.93420360375;5;"kozepes";"NA"
"536";"vegetarianus_pinty";16.51;NA;"kicsi";"NA"
"537";"harkalypinty_fogs15";37.7273386308149;15;"kozepes";"NA"
"538";"kis_foldipinty";25.73;NA;"kicsi";"NA"
"539";"kis_foldipinty";22.86;NA;"kicsi";"NA"
"540";"kis_foldipinty";16.65;NA;"kicsi";"NA"
"541";"harkalypinty_fogs15";39.183438133827;15;"nagy";"NA"
"542";"hegyescsoru_foldipinty";23.38;NA;"kicsi";"NA"
"543";"hegyescsoru_foldipinty";26.26;NA;"kicsi";"NA"
"544";"hegyescsoru_foldipinty";25.28;NA;"kicsi";"NA"
"545";"harkalypinty_fogs3";33.7399956797941;3;"kicsi";"NA"
"546";"harkalypinty";28.48;NA;"kicsi";"30"
"547";"vegetarianus_pinty";15.64;NA;"kicsi";"NA"
"548";"harkalypinty_fogs3";34.818484015676;3;"kozepes";"NA"
"549";"harkalypinty_fogs7";34.7072606902506;7;"kozepes";"NA"
"550";"harkalypinty";28.67;NA;"kicsi";"30"
"551";"harkalypinty_fogs11";36.6846086141397;11;"kozepes";"NA"
"552";"nagy_foldipinty";31.14;NA;"kicsi";"NA"
"553";"hegyescsoru_foldipinty";22.05;NA;"kicsi";"NA"
"554";"harkalypinty_fogs11";35.32719956367;11;"kozepes";"NA"
"555";"harkalypinty_fogs1";34.39;1;"kozepes";"NA"
"556";"kis_foldipinty";23.2;NA;"kicsi";"NA"
"557";"harkalypinty_fogs13";36.9506498709071;13;"kozepes";"NA"
"558";"hegyescsoru_foldipinty";21.74;NA;"kicsi";"NA"
"559";"harkalypinty_fogs7";36.3720237743706;7;"kozepes";"NA"
"560";"harkalypinty_fogs11";37.9241132258755;11;"kozepes";"NA"
"561";"vegetarianus_pinty";15.9;NA;"kicsi";"NA"
"562";"harkalypinty_fogs11";40.7830732295226;11;"nagy";"NA"
"563";"harkalypinty_fogs1";33.39;1;"kicsi";"NA"
"564";"vegetarianus_pinty";15.4;NA;"kicsi";"NA"
"565";"vegetarianus_pinty";15.48;NA;"kicsi";"NA"
"566";"kis_foldipinty";24.34;NA;"kicsi";"NA"
"567";"harkalypinty_fogs11";36.7208075355906;11;"kozepes";"NA"
"568";"kis_foldipinty";22.71;NA;"kicsi";"NA"
"569";"vegetarianus_pinty";16.64;NA;"kicsi";"NA"
"570";"harkalypinty_fogs7";35.190569461921;7;"kozepes";"NA"
"571";"harkalypinty_fogs9";34.7556235247801;9;"kozepes";"NA"
"572";"harkalypinty_fogs1";33.02;1;"kicsi";"NA"
"573";"harkalypinty_fogs15";40.0249547752296;15;"nagy";"NA"
"574";"hegyescsoru_foldipinty";22.3;NA;"kicsi";"NA"
"575";"harkalypinty_fogs5";34.4327725088644;5;"kozepes";"NA"
"576";"harkalypinty_fogs7";37.1723624917115;7;"kozepes";"NA"
"577";"harkalypinty_fogs15";39.6437540965121;15;"nagy";"NA"
"578";"harkalypinty_fogs9";36.5210641298953;9;"kozepes";"NA"
"579";"harkalypinty_fogs7";36.150339787638;7;"kozepes";"NA"
"580";"harkalypinty_fogs13";37.402181262301;13;"kozepes";"NA"
"581";"harkalypinty_fogs15";37.5678383963714;15;"kozepes";"NA"
"582";"harkalypinty_fogs5";34.956551849151;5;"kozepes";"NA"
"583";"harkalypinty_fogs7";37.0736122465633;7;"kozepes";"NA"
"584";"harkalypinty_fogs15";37.3867333516092;15;"kozepes";"NA"
"585";"harkalypinty_fogs7";36.224595584922;7;"kozepes";"NA"
"586";"harkalypinty_fogs7";36.247260681339;7;"kozepes";"NA"
"587";"kis_foldipinty";20.66;NA;"kicsi";"NA"
"588";"vegetarianus_pinty";15.23;NA;"kicsi";"NA"
"589";"harkalypinty_fogs9";38.099562674784;9;"nagy";"NA"
"590";"kis_foldipinty";22.92;NA;"kicsi";"NA"
"591";"harkalypinty_fogs15";39.4020885209792;15;"nagy";"NA"
"592";"harkalypinty_fogs3";34.1306828584775;3;"kozepes";"NA"
"593";"harkalypinty_fogs15";37.6384083096778;15;"kozepes";"NA"
"594";"harkalypinty_fogs5";36.1632742756591;5;"kozepes";"NA"
"595";"harkalypinty_fogs7";33.9074175510122;7;"kicsi";"NA"
"596";"harkalypinty_fogs5";33.986049087203;5;"kicsi";"NA"
"597";"harkalypinty";28.38;NA;"kicsi";"31"
"598";"harkalypinty_fogs13";38.9829427801727;13;"nagy";"NA"
"599";"harkalypinty_fogs7";34.3470142417792;7;"kozepes";"NA"
"600";"nagy_foldipinty";28.37;NA;"kicsi";"NA"
"601";"harkalypinty_fogs11";36.7991788767202;11;"kozepes";"NA"
"602";"hegyescsoru_foldipinty";25.72;NA;"kicsi";"NA"
"603";"harkalypinty_fogs5";34.0358064931547;5;"kozepes";"NA"
"604";"harkalypinty_fogs5";36.133630651663;5;"kozepes";"NA"
"605";"harkalypinty_fogs15";38.4142476128161;15;"nagy";"NA"
"606";"harkalypinty_fogs9";37.0547753165948;9;"kozepes";"NA"
"607";"harkalypinty_fogs3";35.2282483893571;3;"kozepes";"NA"
"608";"hegyescsoru_foldipinty";22.08;NA;"kicsi";"NA"
"609";"harkalypinty_fogs3";33.550373647299;3;"kicsi";"NA"
"610";"vegetarianus_pinty";15.8;NA;"kicsi";"NA"
"611";"harkalypinty_fogs15";38.7201811678675;15;"nagy";"NA"
"612";"harkalypinty_fogs7";36.9013600697627;7;"kozepes";"NA"
"613";"harkalypinty_fogs7";37.049893816324;7;"kozepes";"NA"
"614";"nagy_foldipinty";34.24;NA;"kozepes";"NA"
"615";"harkalypinty_fogs15";37.7541521993991;15;"kozepes";"NA"
"616";"harkalypinty_fogs13";39.712950801489;13;"nagy";"NA"
"617";"harkalypinty_fogs7";35.0251741054254;7;"kozepes";"NA"
"618";"harkalypinty_fogs15";39.8053299546684;15;"nagy";"NA"
"619";"nagy_foldipinty";29.24;NA;"kicsi";"NA"
"620";"harkalypinty_fogs15";40.0491547847866;15;"nagy";"NA"
"621";"harkalypinty_fogs15";39.4976145694994;15;"nagy";"NA"
"622";"harkalypinty_fogs1";34.67;1;"kozepes";"NA"
"623";"harkalypinty_fogs5";34.6522132673635;5;"kozepes";"NA"
"624";"harkalypinty_fogs3";31.6775277821955;3;"kicsi";"NA"
"625";"harkalypinty_fogs1";34.26;1;"kozepes";"NA"
"626";"vegetarianus_pinty";15.91;NA;"kicsi";"NA"
"627";"harkalypinty_fogs7";38.0664480843931;7;"nagy";"NA"
"628";"kis_foldipinty";18.95;NA;"kicsi";"NA"
"629";"vegetarianus_pinty";16.19;NA;"kicsi";"NA"
"630";"kis_foldipinty";22.47;NA;"kicsi";"NA"
"631";"harkalypinty_fogs11";37.8917542030302;11;"kozepes";"NA"
"632";"harkalypinty_fogs11";37.259497924782;11;"kozepes";"NA"
"633";"nagy_foldipinty";33.01;NA;"kicsi";"NA"
"634";"vegetarianus_pinty";16.71;NA;"kicsi";"NA"
"635";"kis_foldipinty";20.53;NA;"kicsi";"NA"
"636";"harkalypinty";31.21;NA;"kicsi";"31"
"637";"hegyescsoru_foldipinty";19.06;NA;"kicsi";"NA"
"638";"harkalypinty_fogs11";38.441422914261;11;"nagy";"NA"
"639";"harkalypinty_fogs15";37.8852470279;15;"kozepes";"NA"
"640";"harkalypinty_fogs11";38.3668123701509;11;"nagy";"NA"
"641";"nagy_foldipinty";30.91;NA;"kicsi";"NA"
"642";"harkalypinty_fogs7";33.3481709856424;7;"kicsi";"NA"
"643";"harkalypinty_fogs3";35.7502755142749;3;"kozepes";"NA"
"644";"harkalypinty_fogs7";36.1178825622323;7;"kozepes";"NA"
"645";"harkalypinty_fogs5";35.0961838568552;5;"kozepes";"NA"
"646";"hegyescsoru_foldipinty";21.16;NA;"kicsi";"NA"
"647";"hegyescsoru_foldipinty";21.49;NA;"kicsi";"NA"
"648";"hegyescsoru_foldipinty";23.08;NA;"kicsi";"NA"
"649";"kis_foldipinty";24.68;NA;"kicsi";"NA"
"650";"harkalypinty_fogs15";37.4566892449937;15;"kozepes";"NA"
"651";"harkalypinty_fogs13";36.8490499627021;13;"kozepes";"NA"
"652";"harkalypinty_fogs5";34.5198293727997;5;"kozepes";"NA"
"653";"nagy_foldipinty";31.99;NA;"kicsi";"NA"
"654";"harkalypinty_fogs13";36.6892706207282;13;"kozepes";"NA"
"655";"kis_foldipinty";23.64;NA;"kicsi";"NA"
"656";"harkalypinty_fogs5";33.5073596691575;5;"kicsi";"NA"
"657";"harkalypinty_fogs3";35.0955533313578;3;"kozepes";"NA"
"658";"harkalypinty";29.1;NA;"kicsi";"29"
"659";"harkalypinty_fogs5";37.2619332500449;5;"kozepes";"NA"
"660";"harkalypinty";28.45;NA;"kicsi";"31"
"661";"hegyescsoru_foldipinty";28.6;NA;"kicsi";"NA"
"662";"harkalypinty";28.54;NA;"kicsi";"30"
"663";"harkalypinty_fogs7";37.605157229686;7;"kozepes";"NA"
"664";"harkalypinty_fogs9";39.1167451723891;9;"nagy";"NA"
"665";"hegyescsoru_foldipinty";25.5;NA;"kicsi";"NA"
"666";"hegyescsoru_foldipinty";21.3;NA;"kicsi";"NA"
"667";"kis_foldipinty";19.85;NA;"kicsi";"NA"
"668";"kis_foldipinty";18.59;NA;"kicsi";"NA"
"669";"harkalypinty_fogs15";38.979282715429;15;"nagy";"NA"
"670";"harkalypinty_fogs3";34.3542308851783;3;"kozepes";"NA"
"671";"harkalypinty";27.33;NA;"kicsi";"32"
"672";"harkalypinty_fogs15";39.1191206197796;15;"nagy";"NA"
"673";"harkalypinty";27.6;NA;"kicsi";"29"
"674";"harkalypinty_fogs15";37.1926943851328;15;"kozepes";"NA"
"675";"harkalypinty_fogs9";38.8054867448032;9;"nagy";"NA"
"676";"kis_foldipinty";22.65;NA;"kicsi";"NA"
"677";"harkalypinty_fogs5";35.6624440941664;5;"kozepes";"NA"
"678";"harkalypinty";29.27;NA;"kicsi";"30"
"679";"harkalypinty_fogs3";34.9432584213691;3;"kozepes";"NA"
"680";"harkalypinty_fogs9";36.0733641428135;9;"kozepes";"NA"
"681";"harkalypinty_fogs3";33.292023618131;3;"kicsi";"NA"
"682";"hegyescsoru_foldipinty";25.67;NA;"kicsi";"NA"
"683";"hegyescsoru_foldipinty";24.43;NA;"kicsi";"NA"
"684";"harkalypinty_fogs7";35.9276314563881;7;"kozepes";"NA"
"685";"harkalypinty";28.2;NA;"kicsi";"29"
"686";"harkalypinty_fogs11";39.0686472398238;11;"nagy";"NA"
"687";"harkalypinty_fogs11";36.8445533913641;11;"kozepes";"NA"
"688";"harkalypinty_fogs5";35.177514091127;5;"kozepes";"NA"
"689";"harkalypinty_fogs13";39.717512364894;13;"nagy";"NA"
"690";"harkalypinty_fogs15";40.1298132107996;15;"nagy";"NA"
"691";"vegetarianus_pinty";16.29;NA;"kicsi";"NA"
"692";"hegyescsoru_foldipinty";21.89;NA;"kicsi";"NA"
"693";"harkalypinty_fogs3";34.0448216620796;3;"kozepes";"NA"
"694";"harkalypinty_fogs3";34.8298385733949;3;"kozepes";"NA"
"695";"hegyescsoru_foldipinty";24.23;NA;"kicsi";"NA"
"696";"harkalypinty_fogs9";37.1260751942508;9;"kozepes";"NA"
"697";"kis_foldipinty";20.76;NA;"kicsi";"NA"
"698";"harkalypinty_fogs7";34.8390327663041;7;"kozepes";"NA"
"699";"nagy_foldipinty";34.84;NA;"kozepes";"NA"
"700";"harkalypinty_fogs9";36.5694655249454;9;"kozepes";"NA"
"701";"harkalypinty_fogs3";35.3381014251814;3;"kozepes";"NA"
"702";"harkalypinty_fogs3";35.7940476449259;3;"kozepes";"NA"
"703";"harkalypinty_fogs1";33.13;1;"kicsi";"NA"
"704";"harkalypinty_fogs9";34.5628576518248;9;"kozepes";"NA"
"705";"harkalypinty_fogs11";39.3328374190414;11;"nagy";"NA"
"706";"harkalypinty_fogs13";38.3941782409802;13;"nagy";"NA"
"707";"nagy_foldipinty";30.75;NA;"kicsi";"NA"
"708";"harkalypinty_fogs9";36.9276990538824;9;"kozepes";"NA"
"709";"kis_foldipinty";23.06;NA;"kicsi";"NA"
"710";"nagy_foldipinty";30.77;NA;"kicsi";"NA"
"711";"harkalypinty_fogs5";34.8872192573993;5;"kozepes";"NA"
"712";"harkalypinty_fogs9";36.5831043697916;9;"kozepes";"NA"
"713";"kis_foldipinty";21.54;NA;"kicsi";"NA"
"714";"kis_foldipinty";21.63;NA;"kicsi";"NA"
"715";"nagy_foldipinty";30.45;NA;"kicsi";"NA"
"716";"harkalypinty_fogs1";32.37;1;"kicsi";"NA"
"717";"nagy_foldipinty";31.6;NA;"kicsi";"NA"
"718";"nagy_foldipinty";34;NA;"kicsi";"NA"
"719";"kis_foldipinty";19.45;NA;"kicsi";"NA"
"720";"harkalypinty";27.12;NA;"kicsi";"31"
"721";"harkalypinty_fogs15";39.7923363781132;15;"nagy";"NA"
"722";"harkalypinty_fogs5";35.8956643668898;5;"kozepes";"NA"
"723";"harkalypinty_fogs5";35.3902936234484;5;"kozepes";"NA"
"724";"harkalypinty_fogs5";36.0277504377196;5;"kozepes";"NA"
"725";"hegyescsoru_foldipinty";24.61;NA;"kicsi";"NA"
"726";"kis_foldipinty";24.15;NA;"kicsi";"NA"
"727";"nagy_foldipinty";30.27;NA;"kicsi";"NA"
"728";"nagy_foldipinty";29.69;NA;"kicsi";"NA"
"729";"harkalypinty_fogs15";38.2738033887039;15;"nagy";"NA"
"730";"harkalypinty_fogs7";36.374058853567;7;"kozepes";"NA"
"731";"harkalypinty_fogs11";36.5149544211825;11;"kozepes";"NA"
"732";"harkalypinty_fogs11";36.8418445536337;11;"kozepes";"NA"
"733";"harkalypinty_fogs9";34.7845845702714;9;"kozepes";"NA"
"734";"harkalypinty_fogs1";35.34;1;"kozepes";"NA"
"735";"harkalypinty_fogs9";36.8317834967724;9;"kozepes";"NA"
"736";"harkalypinty_fogs1";34.3;1;"kozepes";"NA"
"737";"harkalypinty_fogs13";39.4026814327196;13;"nagy";"NA"
"738";"harkalypinty_fogs5";35.3354838581054;5;"kozepes";"NA"
"739";"harkalypinty_fogs1";34.63;1;"kozepes";"NA"
"740";"kis_foldipinty";19.9;NA;"kicsi";"NA"
"741";"harkalypinty_fogs3";33.2176535962973;3;"kicsi";"NA"
"742";"harkalypinty_fogs13";38.6659473028206;13;"nagy";"NA"
"743";"vegetarianus_pinty";15.51;NA;"kicsi";"NA"
"744";"hegyescsoru_foldipinty";24.18;NA;"kicsi";"NA"
"745";"harkalypinty";28.97;NA;"kicsi";"33"
"746";"harkalypinty_fogs15";37.6472234998991;15;"kozepes";"NA"
"747";"harkalypinty_fogs5";34.949784208288;5;"kozepes";"NA"
"748";"harkalypinty_fogs5";35.5349911782472;5;"kozepes";"NA"
"749";"harkalypinty_fogs9";37.5905967916715;9;"kozepes";"NA"
"750";"harkalypinty_fogs11";36.9418386429069;11;"kozepes";"NA"
"751";"harkalypinty";29.74;NA;"kicsi";"30"
"752";"harkalypinty_fogs3";35.6948491322109;3;"kozepes";"NA"
"753";"nagy_foldipinty";30.58;NA;"kicsi";"NA"
"754";"harkalypinty_fogs5";32.7584846046817;5;"kicsi";"NA"
"755";"harkalypinty_fogs1";34.49;1;"kozepes";"NA"
"756";"harkalypinty_fogs7";35.8133966495581;7;"kozepes";"NA"
"757";"hegyescsoru_foldipinty";24.14;NA;"kicsi";"NA"
"758";"kis_foldipinty";22.31;NA;"kicsi";"NA"
"759";"hegyescsoru_foldipinty";23.85;NA;"kicsi";"NA"
"760";"harkalypinty_fogs3";34.1697976381178;3;"kozepes";"NA"
"761";"vegetarianus_pinty";16.88;NA;"kicsi";"NA"
"762";"harkalypinty_fogs3";31.900079760298;3;"kicsi";"NA"
"763";"hegyescsoru_foldipinty";24.04;NA;"kicsi";"NA"
"764";"harkalypinty_fogs3";34.2805888321618;3;"kozepes";"NA"
"765";"vegetarianus_pinty";15.56;NA;"kicsi";"NA"
"766";"kis_foldipinty";24.77;NA;"kicsi";"NA"
"767";"harkalypinty_fogs13";38.4556921517154;13;"nagy";"NA"
"768";"harkalypinty_fogs1";34.89;1;"kozepes";"NA"
"769";"harkalypinty_fogs7";34.6554111584474;7;"kozepes";"NA"
"770";"harkalypinty_fogs11";36.6143010645953;11;"kozepes";"NA"
"771";"harkalypinty_fogs7";35.2123391803359;7;"kozepes";"NA"
"772";"harkalypinty";30.37;NA;"kicsi";"30"
"773";"harkalypinty_fogs5";35.774955009002;5;"kozepes";"NA"
"774";"harkalypinty_fogs9";35.8703155368769;9;"kozepes";"NA"
"775";"harkalypinty_fogs13";35.6688372827083;13;"kozepes";"NA"
"776";"harkalypinty_fogs9";34.5133204991718;9;"kozepes";"NA"
"777";"harkalypinty_fogs1";35.31;1;"kozepes";"NA"
"778";"harkalypinty";28.79;NA;"kicsi";"29"
"779";"harkalypinty_fogs5";34.7303818101728;5;"kozepes";"NA"
"780";"kis_foldipinty";19.76;NA;"kicsi";"NA"
"781";"harkalypinty_fogs3";31.3101402741215;3;"kicsi";"NA"
"782";"harkalypinty_fogs5";34.8821745531113;5;"kozepes";"NA"
"783";"harkalypinty_fogs11";35.8920090741396;11;"kozepes";"NA"
"784";"kis_foldipinty";25.42;NA;"kicsi";"NA"
"785";"harkalypinty_fogs15";39.5860645138787;15;"nagy";"NA"
"786";"harkalypinty_fogs3";34.5792638522567;3;"kozepes";"NA"
"787";"hegyescsoru_foldipinty";23.97;NA;"kicsi";"NA"
"788";"nagy_foldipinty";30.59;NA;"kicsi";"NA"
"789";"harkalypinty_fogs1";34.58;1;"kozepes";"NA"
"790";"harkalypinty_fogs7";35.4255799506357;7;"kozepes";"NA"
"791";"harkalypinty_fogs9";37.1534016985277;9;"kozepes";"NA"
"792";"harkalypinty_fogs13";37.0121010960547;13;"kozepes";"NA"
"793";"harkalypinty_fogs7";33.9764948695814;7;"kicsi";"NA"
"794";"harkalypinty_fogs3";35.4620350521057;3;"kozepes";"NA"
"795";"harkalypinty_fogs5";36.1123756816981;5;"kozepes";"NA"
"796";"harkalypinty_fogs7";35.0142015992294;7;"kozepes";"NA"
"797";"harkalypinty_fogs9";35.9411367472874;9;"kozepes";"NA"
"798";"harkalypinty_fogs3";34.6243303698243;3;"kozepes";"NA"
"799";"harkalypinty_fogs1";33.1;1;"kicsi";"NA"
"800";"harkalypinty_fogs7";36.8750127850623;7;"kozepes";"NA"
"801";"harkalypinty_fogs11";37.1881473464036;11;"kozepes";"NA"
"802";"harkalypinty_fogs5";34.7096861410778;5;"kozepes";"NA"
"803";"harkalypinty_fogs9";37.0495469666755;9;"kozepes";"NA"
"804";"harkalypinty_fogs1";34.6;1;"kozepes";"NA"
